Question,Answer
There are 17 pencils in one box and 3 pencils in another box - How many pencils are there altogether?,twenty
A baker has 17 muffins and bakes 4 more muffins - How many muffins does the baker have now?,twenty-one
A store sells 6 candies and 10 candies are left - How many candies were sold in total?,sixteen
Sam has 1 marbles and he loses 5 marbles - How many marbles does Sam have left?,six
A baker has 19 muffins and bakes 5 more muffins - How many muffins does the baker have now?,twenty-four
A baker has 18 muffins and bakes 12 more muffins - How many muffins does the baker have now?,thirty
If 6 apples are added to 16 apples - how many apples are there in total?,twenty-two
If a shop sells 5 toys on Monday and 9 toys on Tuesday - how many toys were sold in total?,fourteen
A baker has 4 muffins and bakes 9 more muffins - How many muffins does the baker have now?,thirteen
Sam has 11 marbles and he loses 13 marbles - How many marbles does Sam have left?,twenty-four
If a shop sells 18 toys on Monday and 2 toys on Tuesday - how many toys were sold in total?,twenty
If 15 apples are added to 17 apples - how many apples are there in total?,thirty-two
Sam has 15 marbles and he loses 13 marbles - How many marbles does Sam have left?,twenty-eight
If a shop sells 5 toys on Monday and 19 toys on Tuesday - how many toys were sold in total?,twenty-four
If a shop sells 10 toys on Monday and 11 toys on Tuesday - how many toys were sold in total?,twenty-one
A train travels 12 miles in the morning and 6 miles in the evening - What is the total distance traveled?,eighteen
A baker has 11 muffins and bakes 6 more muffins - How many muffins does the baker have now?,seventeen
Sam has 2 marbles and he loses 14 marbles - How many marbles does Sam have left?,sixteen
If a shop sells 3 toys on Monday and 9 toys on Tuesday - how many toys were sold in total?,twelve
There are 1 pencils in one box and 16 pencils in another box - How many pencils are there altogether?,seventeen
A store sells 20 candies and 5 candies are left - How many candies were sold in total?,twenty-five
There are 14 pencils in one box and 4 pencils in another box - How many pencils are there altogether?,eighteen
A store sells 8 candies and 11 candies are left - How many candies were sold in total?,nineteen
A store sells 14 candies and 11 candies are left - How many candies were sold in total?,twenty-five
There are 3 pencils in one box and 10 pencils in another box - How many pencils are there altogether?,thirteen
A train travels 8 miles in the morning and 13 miles in the evening - What is the total distance traveled?,twenty-one
There are 19 pencils in one box and 15 pencils in another box - How many pencils are there altogether?,thirty-four
If 17 apples are added to 5 apples - how many apples are there in total?,twenty-two
A baker has 2 muffins and bakes 6 more muffins - How many muffins does the baker have now?,eight
If 5 apples are added to 20 apples - how many apples are there in total?,twenty-five
If a shop sells 12 toys on Monday and 3 toys on Tuesday - how many toys were sold in total?,fifteen
If 20 apples are added to 17 apples - how many apples are there in total?,thirty-seven
There are 6 pencils in one box and 14 pencils in another box - How many pencils are there altogether?,twenty
A store sells 14 candies and 18 candies are left - How many candies were sold in total?,thirty-two
A store sells 15 candies and 5 candies are left - How many candies were sold in total?,twenty
If 10 apples are added to 9 apples - how many apples are there in total?,nineteen
A train travels 10 miles in the morning and 10 miles in the evening - What is the total distance traveled?,twenty
There are 8 pencils in one box and 4 pencils in another box - How many pencils are there altogether?,twelve
A store sells 7 candies and 15 candies are left - How many candies were sold in total?,twenty-two
If a shop sells 11 toys on Monday and 14 toys on Tuesday - how many toys were sold in total?,twenty-five
A baker has 8 muffins and bakes 13 more muffins - How many muffins does the baker have now?,twenty-one
If 3 apples are added to 12 apples - how many apples are there in total?,fifteen
Sam has 14 marbles and he loses 15 marbles - How many marbles does Sam have left?,twenty-nine
A store sells 7 candies and 10 candies are left - How many candies were sold in total?,seventeen
A store sells 10 candies and 2 candies are left - How many candies were sold in total?,twelve
A baker has 16 muffins and bakes 1 more muffins - How many muffins does the baker have now?,seventeen
There are 13 pencils in one box and 11 pencils in another box - How many pencils are there altogether?,twenty-four
If a shop sells 20 toys on Monday and 5 toys on Tuesday - how many toys were sold in total?,twenty-five
If 11 apples are added to 2 apples - how many apples are there in total?,thirteen
There are 2 pencils in one box and 2 pencils in another box - How many pencils are there altogether?,four
A baker has 7 muffins and bakes 13 more muffins - How many muffins does the baker have now?,twenty
A train travels 14 miles in the morning and 5 miles in the evening - What is the total distance traveled?,nineteen
If 3 apples are added to 12 apples - how many apples are there in total?,fifteen
If 9 apples are added to 1 apples - how many apples are there in total?,ten
There are 19 pencils in one box and 15 pencils in another box - How many pencils are there altogether?,thirty-four
A train travels 12 miles in the morning and 1 miles in the evening - What is the total distance traveled?,thirteen
A train travels 19 miles in the morning and 15 miles in the evening - What is the total distance traveled?,thirty-four
A baker has 10 muffins and bakes 16 more muffins - How many muffins does the baker have now?,twenty-six
A baker has 7 muffins and bakes 12 more muffins - How many muffins does the baker have now?,nineteen
A store sells 1 candies and 16 candies are left - How many candies were sold in total?,seventeen
If a shop sells 18 toys on Monday and 5 toys on Tuesday - how many toys were sold in total?,twenty-three
If 17 apples are added to 13 apples - how many apples are there in total?,thirty
There are 10 pencils in one box and 9 pencils in another box - How many pencils are there altogether?,nineteen
A baker has 16 muffins and bakes 10 more muffins - How many muffins does the baker have now?,twenty-six
There are 5 pencils in one box and 4 pencils in another box - How many pencils are there altogether?,nine
If 17 apples are added to 20 apples - how many apples are there in total?,thirty-seven
A baker has 20 muffins and bakes 16 more muffins - How many muffins does the baker have now?,thirty-six
Sam has 8 marbles and he loses 4 marbles - How many marbles does Sam have left?,twelve
Sam has 7 marbles and he loses 1 marbles - How many marbles does Sam have left?,eight
If a shop sells 19 toys on Monday and 18 toys on Tuesday - how many toys were sold in total?,thirty-seven
There are 5 pencils in one box and 20 pencils in another box - How many pencils are there altogether?,twenty-five
If a shop sells 18 toys on Monday and 9 toys on Tuesday - how many toys were sold in total?,twenty-seven
If 20 apples are added to 7 apples - how many apples are there in total?,twenty-seven
A store sells 8 candies and 17 candies are left - How many candies were sold in total?,twenty-five
Sam has 20 marbles and he loses 1 marbles - How many marbles does Sam have left?,twenty-one
There are 16 pencils in one box and 1 pencils in another box - How many pencils are there altogether?,seventeen
Sam has 8 marbles and he loses 14 marbles - How many marbles does Sam have left?,twenty-two
A baker has 9 muffins and bakes 13 more muffins - How many muffins does the baker have now?,twenty-two
If a shop sells 5 toys on Monday and 13 toys on Tuesday - how many toys were sold in total?,eighteen
Sam has 16 marbles and he loses 6 marbles - How many marbles does Sam have left?,twenty-two
A baker has 11 muffins and bakes 1 more muffins - How many muffins does the baker have now?,twelve
A train travels 14 miles in the morning and 19 miles in the evening - What is the total distance traveled?,thirty-three
There are 4 pencils in one box and 3 pencils in another box - How many pencils are there altogether?,seven
If a shop sells 4 toys on Monday and 8 toys on Tuesday - how many toys were sold in total?,twelve
There are 19 pencils in one box and 5 pencils in another box - How many pencils are there altogether?,twenty-four
